virus_id	vBins_members	vBins_proteins	vBins_redundancy	vBins_membership	membership_provirus	membership_taxonomy	membership_Genome type	membership_Host type	vBins_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	kmer_freq	vBins_warnings	Covered Fraction_BGR_130305	RPKM_BGR_130305	Covered Fraction_BGR_130527	RPKM_BGR_130527	Covered Fraction_BGR_130708	RPKM_BGR_130708	Covered Fraction_BGR_130829	RPKM_BGR_130829	Covered Fraction_BGR_130925	RPKM_BGR_130925	Covered Fraction_BGR_131021	RPKM_BGR_131021	Covered Fraction_BGR_131118	RPKM_BGR_131118	Covered Fraction_BGR_140106	RPKM_BGR_140106	Covered Fraction_BGR_140121	RPKM_BGR_140121	Covered Fraction_BGR_140221	RPKM_BGR_140221	Covered Fraction_BGR_140320	RPKM_BGR_140320	Covered Fraction_BGR_140423	RPKM_BGR_140423	Covered Fraction_BGR_140605	RPKM_BGR_140605	Covered Fraction_BGR_140717	RPKM_BGR_140717	Covered Fraction_BGR_140821	RPKM_BGR_140821	Covered Fraction_BGR_140919	RPKM_BGR_140919	Covered Fraction_BGR_141022	RPKM_BGR_141022	Covered Fraction_BGR_150108	RPKM_BGR_150108
vBin_2	6	33	9	BGR_150108_NODE_2564_length_3148_cov_13.548982	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	26332	32	9	1	Medium-quality	Genome-fragment	59.21	AAI-based (medium-confidence)	1.36		0.9671258	1256.9462	0.95947796	1335.8727	0.9810136	1081.0511	0.9745834	457.3334	0.94878626	442.2074	0.9889658	1039.84	0.94193745	490.5643	0.8392816	562.22986	0.9375999	824.0797	0.9565482	500.23022	0.7390229	166.98112	0.8260026	652.45245	0.9227989	592.8853	0.9652614	288.0106	0.9013393	220.1217	0.97720873	494.8647	0.97359407	846.641	0.96054333	646.4817
vBin_3	4	52	0	BGR_130829_NODE_621_length_10456_cov_86.196808	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	45180	52	5	4	Low-quality	Genome-fragment	18.24	AAI-based (medium-confidence)	1.0		0.5553488	135.74648	0.57430786	149.69855	0.75705427	203.43987	0.9992248	2054.715	0.9987375	2138.7234	0.9932004	612.4525	0.9240753	444.3321	0.78959024	681.15106	0.79189366	346.63647	0.9054264	209.19038	0.18230343	26.592562	0.71512735	397.51907	0.89576966	579.67444	0.9311185	109.50084	0.0	0.0	0.0	0.0	0.0	0.0	0.9037874	231.93282
vBin_3	4	52	0	BGR_130829_NODE_848_length_8344_cov_83.413801	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	45180	52	5	4	Low-quality	Genome-fragment	18.24	AAI-based (medium-confidence)	1.0		0.5553488	135.74648	0.57430786	149.69855	0.75705427	203.43987	0.9992248	2054.715	0.9987375	2138.7234	0.9932004	612.4525	0.9240753	444.3321	0.78959024	681.15106	0.79189366	346.63647	0.9054264	209.19038	0.18230343	26.592562	0.71512735	397.51907	0.89576966	579.67444	0.9311185	109.50084	0.0	0.0	0.0	0.0	0.0	0.0	0.9037874	231.93282
vBin_3	4	52	0	BGR_130925_NODE_231_length_19359_cov_69.270462	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	45180	52	5	4	Low-quality	Genome-fragment	18.24	AAI-based (medium-confidence)	1.0		0.5553488	135.74648	0.57430786	149.69855	0.75705427	203.43987	0.9992248	2054.715	0.9987375	2138.7234	0.9932004	612.4525	0.9240753	444.3321	0.78959024	681.15106	0.79189366	346.63647	0.9054264	209.19038	0.18230343	26.592562	0.71512735	397.51907	0.89576966	579.67444	0.9311185	109.50084	0.0	0.0	0.0	0.0	0.0	0.0	0.9037874	231.93282
vBin_3	4	52	0	BGR_131021_NODE_1639_length_6991_cov_42.745819	No	Unclassified	Unknown	Unknown	45180	52	5	4	Low-quality	Genome-fragment	18.24	AAI-based (medium-confidence)	1.0		0.5553488	135.74648	0.57430786	149.69855	0.75705427	203.43987	0.9992248	2054.715	0.9987375	2138.7234	0.9932004	612.4525	0.9240753	444.3321	0.78959024	681.15106	0.79189366	346.63647	0.9054264	209.19038	0.18230343	26.592562	0.71512735	397.51907	0.89576966	579.67444	0.9311185	109.50084	0.0	0.0	0.0	0.0	0.0	0.0	0.9037874	231.93282
vBin_4	5	39	8	BGR_130925_NODE_1039_length_5688_cov_75.609799	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23549	34	6	0	Low-quality	Genome-fragment	10.63	HMM-based (lower-bound)	1.25		0.36096814	87.33673	0.49627802	100.6817	0.59981287	139.0679	0.9958314	1537.5228	0.9947254	1614.935	0.9827725	463.1649	0.8618827	350.81674	0.6973074	570.80115	0.68603516	273.80817	0.81721896	163.59705	0.12548386	18.491625	0.53860223	325.8042	0.81079584	472.1168	0.80381984	70.77019	0.0	0.0	0.0	0.0	0.0	0.0	0.72699815	156.90315
vBin_4	5	39	8	BGR_130925_NODE_1840_length_3793_cov_43.619583	No	Unclassified	Unknown	Unknown	23549	34	6	0	Low-quality	Genome-fragment	10.63	HMM-based (lower-bound)	1.25		0.36096814	87.33673	0.49627802	100.6817	0.59981287	139.0679	0.9958314	1537.5228	0.9947254	1614.935	0.9827725	463.1649	0.8618827	350.81674	0.6973074	570.80115	0.68603516	273.80817	0.81721896	163.59705	0.12548386	18.491625	0.53860223	325.8042	0.81079584	472.1168	0.80381984	70.77019	0.0	0.0	0.0	0.0	0.0	0.0	0.72699815	156.90315
vBin_4	5	39	8	BGR_131021_NODE_2505_length_5214_cov_41.132390	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23549	34	6	0	Low-quality	Genome-fragment	10.63	HMM-based (lower-bound)	1.25		0.36096814	87.33673	0.49627802	100.6817	0.59981287	139.0679	0.9958314	1537.5228	0.9947254	1614.935	0.9827725	463.1649	0.8618827	350.81674	0.6973074	570.80115	0.68603516	273.80817	0.81721896	163.59705	0.12548386	18.491625	0.53860223	325.8042	0.81079584	472.1168	0.80381984	70.77019	0.0	0.0	0.0	0.0	0.0	0.0	0.72699815	156.90315
vBin_4	5	39	8	BGR_131118_NODE_1380_length_5652_cov_10.345900	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23549	34	6	0	Low-quality	Genome-fragment	10.63	HMM-based (lower-bound)	1.25		0.36096814	87.33673	0.49627802	100.6817	0.59981287	139.0679	0.9958314	1537.5228	0.9947254	1614.935	0.9827725	463.1649	0.8618827	350.81674	0.6973074	570.80115	0.68603516	273.80817	0.81721896	163.59705	0.12548386	18.491625	0.53860223	325.8042	0.81079584	472.1168	0.80381984	70.77019	0.0	0.0	0.0	0.0	0.0	0.0	0.72699815	156.90315
vBin_4	5	39	8	BGR_140221_NODE_2988_length_3162_cov_4.762472	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	23549	34	6	0	Low-quality	Genome-fragment	10.63	HMM-based (lower-bound)	1.25		0.36096814	87.33673	0.49627802	100.6817	0.59981287	139.0679	0.9958314	1537.5228	0.9947254	1614.935	0.9827725	463.1649	0.8618827	350.81674	0.6973074	570.80115	0.68603516	273.80817	0.81721896	163.59705	0.12548386	18.491625	0.53860223	325.8042	0.81079584	472.1168	0.80381984	70.77019	0.0	0.0	0.0	0.0	0.0	0.0	0.72699815	156.90315
vBin_5	4	55	15	BGR_130305_NODE_328_length_12198_cov_22.478300	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	38520	51	18	0	Medium-quality	Genome-fragment	54.68	AAI-based (high-confidence)	1.66	high kmer_freq may indicate large duplication	0.92390233	1019.8998	0.9638088	1167.7136	0.97357756	1379.6711	0.9939725	649.59125	0.9899195	650.65576	0.9967264	577.6796	0.9532866	430.8054	0.8201351	542.6227	0.91912186	439.4073	0.9876072	656.63116	0.8322941	297.95575	0.729748	461.84744	0.96955055	691.93915	0.9839179	347.02875	0.90675503	252.71721	0.95845675	427.6725	0.9697584	635.79034	0.9444791	443.3645
vBin_5	4	55	15	BGR_131118_NODE_430_length_13004_cov_13.439571	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	38520	51	18	0	Medium-quality	Genome-fragment	54.68	AAI-based (high-confidence)	1.66	high kmer_freq may indicate large duplication	0.92390233	1019.8998	0.9638088	1167.7136	0.97357756	1379.6711	0.9939725	649.59125	0.9899195	650.65576	0.9967264	577.6796	0.9532866	430.8054	0.8201351	542.6227	0.91912186	439.4073	0.9876072	656.63116	0.8322941	297.95575	0.729748	461.84744	0.96955055	691.93915	0.9839179	347.02875	0.90675503	252.71721	0.95845675	427.6725	0.9697584	635.79034	0.9444791	443.3645
vBin_5	4	55	15	BGR_140121_NODE_3061_length_2841_cov_15.852118	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	38520	51	18	0	Medium-quality	Genome-fragment	54.68	AAI-based (high-confidence)	1.66	high kmer_freq may indicate large duplication	0.92390233	1019.8998	0.9638088	1167.7136	0.97357756	1379.6711	0.9939725	649.59125	0.9899195	650.65576	0.9967264	577.6796	0.9532866	430.8054	0.8201351	542.6227	0.91912186	439.4073	0.9876072	656.63116	0.8322941	297.95575	0.729748	461.84744	0.96955055	691.93915	0.9839179	347.02875	0.90675503	252.71721	0.95845675	427.6725	0.9697584	635.79034	0.9444791	443.3645
vBin_5	4	55	15	BGR_140423_NODE_235_length_10447_cov_5.677829	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	38520	51	18	0	Medium-quality	Genome-fragment	54.68	AAI-based (high-confidence)	1.66	high kmer_freq may indicate large duplication	0.92390233	1019.8998	0.9638088	1167.7136	0.97357756	1379.6711	0.9939725	649.59125	0.9899195	650.65576	0.9967264	577.6796	0.9532866	430.8054	0.8201351	542.6227	0.91912186	439.4073	0.9876072	656.63116	0.8322941	297.95575	0.729748	461.84744	0.96955055	691.93915	0.9839179	347.02875	0.90675503	252.71721	0.95845675	427.6725	0.9697584	635.79034	0.9444791	443.3645
vBin_6	11	109	36	BGR_130305_NODE_2171_length_4179_cov_15.903492	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_130527_NODE_348_length_14572_cov_9.921127	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_130527_NODE_909_length_7700_cov_11.392283	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_130527_NODE_1355_length_5737_cov_6.849877	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_130708_NODE_1006_length_7475_cov_5.229919	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_131021_NODE_836_length_11436_cov_8.171426	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_131021_NODE_1083_length_9581_cov_8.026139	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_140717_NODE_1342_length_6532_cov_9.085070	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_140821_NODE_1097_length_7050_cov_7.393138	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_140821_NODE_1542_length_4937_cov_8.167145	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_6	11	109	36	BGR_141022_NODE_631_length_11007_cov_11.853451	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	90306	104	61	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	1.4	contig >1.5x longer than expected genome length	0.835787	298.95343	0.9089861	368.80542	0.8585571	159.12459	0.82462364	56.23591	0.59657896	56.38459	0.8606966	61.448387	0.61663306	96.443	0.31800544	91.45502	0.49322662	97.10339	0.7458484	102.67391	0.6749551	151.0012	0.41866395	163.48213	0.6218988	142.6518	0.90016186	118.444	0.90265614	181.28355	0.94461566	214.01544	0.88852185	254.60085	0.8778684	222.3862
vBin_7	2	14	1	BGR_130305_NODE_3534_length_3205_cov_43.735873	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	8957	13	5	0	Low-quality	Genome-fragment	21.01	AAI-based (high-confidence)	1.08		0.97362244	2849.72	0.94635075	1569.6616	0.9879289	1442.5101	0.9911702	2907.078	0.99228793	2835.4373	0.9893819	3439.318	0.9845758	4113.098	0.98345816	6092.688	0.98669946	5202.6406	0.9864759	2213.6587	0.9836817	3942.5942	0.93349725	4159.007	0.97842854	3640.3235	0.98278755	1125.1576	0.96088076	614.8647	0.98021686	678.1712	0.9727283	1212.8431	0.979658	1322.6045
vBin_7	2	14	1	BGR_140919_NODE_1597_length_5742_cov_10.163179	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	dsDNA	Prokaryote	8957	13	5	0	Low-quality	Genome-fragment	21.01	AAI-based (high-confidence)	1.08		0.97362244	2849.72	0.94635075	1569.6616	0.9879289	1442.5101	0.9911702	2907.078	0.99228793	2835.4373	0.9893819	3439.318	0.9845758	4113.098	0.98345816	6092.688	0.98669946	5202.6406	0.9864759	2213.6587	0.9836817	3942.5942	0.93349725	4159.007	0.97842854	3640.3235	0.98278755	1125.1576	0.96088076	614.8647	0.98021686	678.1712	0.9727283	1212.8431	0.979658	1322.6045
