Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1	mut_R2	wt_R1	wt_R2
sense	NC_003901.1	Protein Homology	CDS	12748	13155	.	+	0	ID=cds-WP_011031966.1;Parent=gene-MM_RS00050;Dbxref=GenBank:WP_011031966.1,GeneID:1478353;Name=WP_011031966.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412933.1;locus_tag=MM_RS00050;product=DUF1699 family protein;protein_id=WP_011031966.1;transl_table=11	0.0004141229706617721	0.00046599996982809433	0.0003421510829759949	0.0003483131276130364
sense	NC_003901.1	GeneMarkS-2+	CDS	13767	13943	.	+	0	ID=cds-WP_015410796.1;Parent=gene-MM_RS18145;Dbxref=GenBank:WP_015410796.1,GeneID:43445777;Name=WP_015410796.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS18145;product=molecular chaperone DnaJ;protein_id=WP_015410796.1;transl_table=11	1.5041857064133878e-06	2.1478305760558313e-06	1.0978843494115752e-06	1.9812407321961306e-06
sense	NC_003901.1	Protein Homology	CDS	14436	14801	.	+	0	ID=cds-WP_011031967.1;Parent=gene-MM_RS00055;Dbxref=GenBank:WP_011031967.1,GeneID:1478354;Name=WP_011031967.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031967.1;locus_tag=MM_RS00055;product=DUF1428 domain-containing protein;protein_id=WP_011031967.1;transl_table=11	2.300519315691064e-06	3.835411742956842e-06	2.470239786176044e-06	3.7423436052593575e-06
sense	NC_003901.1	Protein Homology	CDS	15146	15637	.	+	0	ID=cds-WP_011031968.1;Parent=gene-MM_RS00060;Dbxref=GenBank:WP_011031968.1,GeneID:1478355;Name=WP_011031968.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031968.1;locus_tag=MM_RS00060;product=hypothetical protein;protein_id=WP_011031968.1;transl_table=11	2.2120378035490998e-05	2.7768381019007532e-05	2.2781100250290183e-05	2.9278335264676152e-05
sense	NC_003901.1	Protein Homology	CDS	15934	16548	.	+	0	ID=cds-WP_226987774.1;Parent=gene-MM_RS00065;Dbxref=GenBank:WP_226987774.1,GeneID:24771896;Name=WP_226987774.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF013424.5;locus_tag=MM_RS00065;product=undecaprenyl diphosphate synthase family protein;protein_id=WP_226987774.1;transl_table=11	1.108546944978606e-05	1.7080366961967804e-05	1.0704372406762859e-05	1.695061515323356e-05
sense	NC_003901.1	Protein Homology	CDS	16763	17350	.	-	0	ID=cds-WP_015410800.1;Parent=gene-MM_RS00070;Dbxref=GenBank:WP_015410800.1,GeneID:1478357;Name=WP_015410800.1;Ontology_term=GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410800.1;locus_tag=MM_RS00070;product=class I SAM-dependent methyltransferase;protein_id=WP_015410800.1;transl_table=11	9.556003311332111e-06	6.903741137322315e-06	9.880959144704177e-06	8.145100787917426e-06
sense	NC_003901.1	Protein Homology	CDS	17606	17794	.	+	0	ID=cds-WP_015410801.1;Parent=gene-MM_RS00075;Dbxref=GenBank:WP_015410801.1,GeneID:24771897;Name=WP_015410801.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410801.1;locus_tag=MM_RS00075;product=CxxC-x17-CxxC domain-containing protein;protein_id=WP_015410801.1;transl_table=11	0.00011529141032097908	0.00013469966041264428	5.750169280043125e-05	8.684438542793039e-05
sense	NC_003901.1	Protein Homology	CDS	18338	18520	.	+	0	ID=cds-WP_015410803.1;Parent=gene-MM_RS00080;Dbxref=GenBank:WP_015410803.1,GeneID:24771898;Name=WP_015410803.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307332.1;locus_tag=MM_RS00080;product=CxxC-x17-CxxC domain-containing protein;protein_id=WP_015410803.1;transl_table=11	7.609410044208903e-05	7.74753172077282e-05	3.677912570528777e-05	3.731336712302712e-05
sense	NC_003901.1	Protein Homology	CDS	18763	19098	.	+	0	ID=cds-WP_080503005.1;Parent=gene-MM_RS17630;Dbxref=GenBank:WP_080503005.1,GeneID:31474366;Name=WP_080503005.1;Ontology_term=GO:0006413,GO:0003743;gbkey=CDS;gene=eif1A;go_function=translation initiation factor activity|0003743||IEA;go_process=translational initiation|0006413||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015324693.1;locus_tag=MM_RS17630;product=translation initiation factor eIF-1A;protein_id=WP_080503005.1;transl_table=11	8.67118818991247e-06	1.1966484638025346e-05	7.95966153323392e-06	6.383997914854198e-06
sense	NC_003901.1	Protein Homology	CDS	19760	20581	.	-	0	ID=cds-WP_011031972.1;Parent=gene-MM_RS00090;Dbxref=GenBank:WP_011031972.1,GeneID:1478359;Name=WP_011031972.1;Ontology_term=GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031972.1;locus_tag=MM_RS00090;product=class I SAM-dependent methyltransferase;protein_id=WP_011031972.1;transl_table=11	4.432923758312396e-05	6.827032902463178e-05	3.128970395822989e-05	4.3807433967447775e-05
sense	NC_003901.1	Protein Homology	CDS	21940	22137	.	+	0	ID=cds-WP_015410804.1;Parent=gene-MM_RS00095;Dbxref=GenBank:WP_015410804.1,GeneID:24771899;Name=WP_015410804.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410804.1;locus_tag=MM_RS00095;product=CxxC-x17-CxxC domain-containing protein;protein_id=WP_015410804.1;transl_table=11	2.6721416666873124e-05	3.4518705686611574e-05	2.5800282211172017e-05	3.5882471038663254e-05
sense	NC_003901.1	Protein Homology	CDS	22682	23977	.	-	0	ID=cds-WP_011031974.1;Parent=gene-MM_RS00105;Dbxref=GenBank:WP_011031974.1,GeneID:1478361;Name=WP_011031974.1;Ontology_term=GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031974.1;locus_tag=MM_RS00105;product=ATP-binding protein;protein_id=WP_011031974.1;transl_table=11	0.0001414819379150004	0.0001403760697922204	0.00015233145348085605	0.0001428694705772543
sense	NC_003901.1	Protein Homology	CDS	24297	25382	.	-	0	ID=cds-WP_015410806.1;Parent=gene-MM_RS00110;Dbxref=GenBank:WP_015410806.1,GeneID:1478362;Name=WP_015410806.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410806.1;locus_tag=MM_RS00110;product=HEAT repeat domain-containing protein;protein_id=WP_015410806.1;transl_table=11	1.2962541528797724e-05	1.016384111883563e-05	9.126163654483718e-06	9.906203660980653e-06
sense	NC_003901.1	Protein Homology	CDS	26001	26186	.	+	0	ID=cds-WP_015410807.1;Parent=gene-MM_RS00115;Dbxref=GenBank:WP_015410807.1,GeneID:1478363;Name=WP_015410807.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410807.1;locus_tag=MM_RS00115;product=CxxC-x17-CxxC domain-containing protein;protein_id=WP_015410807.1;transl_table=11	1.1679559602739247e-05	1.2171039930983044e-05	1.351770105213002e-05	1.695061515323356e-05
sense	NC_003901.1	Protein Homology	CDS	26685	26957	.	+	0	ID=cds-WP_011031977.1;Parent=gene-MM_RS00120;Dbxref=GenBank:WP_011031977.1,GeneID:1478364;Name=WP_011031977.1;Ontology_term=GO:0110001;gbkey=CDS;go_component=toxin-antitoxin complex|0110001||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031977.1;locus_tag=MM_RS00120;product=type II toxin-antitoxin system HicB family antitoxin;protein_id=WP_011031977.1;transl_table=11	8.612790391898774e-05	9.588529357392104e-05	7.602849119675158e-05	7.891942249914587e-05
sense	NC_003901.1	Protein Homology	CDS	26958	27182	.	+	0	ID=cds-WP_011031978.1;Parent=gene-MM_RS00125;Dbxref=GenBank:WP_011031978.1,GeneID:1478365;Name=WP_011031978.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031986.1;locus_tag=MM_RS00125;product=type II toxin-antitoxin system HicA family toxin;protein_id=WP_011031978.1;transl_table=11	2.1235562914071355e-06	2.5313717503515155e-06	3.1564175045582785e-06	2.091309661762582e-06
sense	NC_003901.1	Protein Homology	CDS	27390	27710	.	+	0	ID=cds-WP_226987653.1;Parent=gene-MM_RS00130;Dbxref=GenBank:WP_226987653.1,GeneID:1478366;Name=WP_226987653.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022118.1;locus_tag=MM_RS00130;product=hypothetical protein;protein_id=WP_226987653.1;transl_table=11	2.2297341059774925e-05	2.009755753309385e-05	1.6468265241173628e-05	2.3774888786353566e-05
sense	NC_003901.1	Protein Homology	CDS	27707	28066	.	+	0	ID=cds-WP_011031980.1;Parent=gene-MM_RS00135;Dbxref=GenBank:WP_011031980.1,GeneID:1478367;Name=WP_011031980.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031980.1;locus_tag=MM_RS00135;product=toxin-antitoxin system TumE family protein;protein_id=WP_011031980.1;transl_table=11	7.0785209713571184e-06	1.0278903471124335e-05	7.410719358528132e-06	9.02565222444904e-06
sense	NC_003901.1	GeneMarkS-2+	CDS	28373	28522	.	-	0	ID=cds-WP_226987654.1;Parent=gene-MM_RS19055;Dbxref=GenBank:WP_226987654.1,GeneID:68225789;Name=WP_226987654.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS19055;product=hypothetical protein;protein_id=WP_226987654.1;transl_table=11	7.609410044208903e-06	9.511821122532967e-06	7.136248271175238e-06	1.0786755097512266e-05
sense	NC_003901.1	Protein Homology	CDS	28927	29472	.	-	0	ID=cds-WP_011031981.1;Parent=gene-MM_RS00145;Dbxref=GenBank:WP_011031981.1,GeneID:1478368;Name=WP_011031981.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031981.1;locus_tag=MM_RS00145;product=DUF6398 domain-containing protein;protein_id=WP_011031981.1;transl_table=11	1.1591078090597282e-05	1.3193816395771534e-05	7.685190445881027e-06	1.4529098702771624e-05
sense	NC_003901.1	Protein Homology	CDS	29820	30167	.	-	0	ID=cds-WP_011031982.1;Parent=gene-MM_RS00150;Dbxref=GenBank:WP_011031982.1,GeneID:1478369;Name=WP_011031982.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031982.1;locus_tag=MM_RS00150;product=hypothetical protein;protein_id=WP_011031982.1;transl_table=11	9.732966335616038e-06	1.1045985819715704e-05	7.136248271175238e-06	8.47530757661678e-06
sense	NC_003901.1	Protein Homology	CDS	30530	33127	.	+	0	ID=cds-WP_011031983.1;Parent=gene-MM_RS00155;Dbxref=GenBank:WP_011031983.1,GeneID:1478370;Name=WP_011031983.1;Ontology_term=GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;inference=COORDINATES: protein motif:HMM:NF024642.5;locus_tag=MM_RS00155;product=UvrD-helicase domain-containing protein;protein_id=WP_011031983.1;transl_table=11	3.8224013245328444e-05	3.666653626266741e-05	2.7996050909995167e-05	4.2596675742216804e-05
sense	NC_003901.1	GeneMarkS-2+	CDS	33708	34109	.	+	0	ID=cds-WP_011031984.1;Parent=gene-MM_RS00160;Dbxref=GenBank:WP_011031984.1,GeneID:1478371;Name=WP_011031984.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS00160;product=hypothetical protein;protein_id=WP_011031984.1;transl_table=11	6.370668874221407e-06	5.676409379576125e-06	6.038363921763663e-06	5.503446478322585e-06
sense	NC_003901.1	Protein Homology	CDS	34526	35647	.	-	0	ID=cds-WP_011031985.1;Parent=gene-MM_RS00165;Dbxref=GenBank:WP_011031985.1,GeneID:1478372;Name=WP_011031985.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF024579.5;locus_tag=MM_RS00165;product=tetratricopeptide repeat protein;protein_id=WP_011031985.1;transl_table=11	4.326745943742039e-05	4.65071069631681e-05	4.0484485384551834e-05	5.7157222710578835e-05
sense	NC_003901.1	Protein Homology	CDS	36332	36604	.	+	0	ID=cds-WP_011031977.1-2;Parent=gene-MM_RS00170;Dbxref=GenBank:WP_011031977.1,GeneID:1478373;Name=WP_011031977.1;Ontology_term=GO:0110001;gbkey=CDS;go_component=toxin-antitoxin complex|0110001||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031977.1;locus_tag=MM_RS00170;product=type II toxin-antitoxin system HicB family antitoxin;protein_id=WP_011031977.1;transl_table=11	8.453523670043238e-05	9.542504416476622e-05	7.479337130366356e-05	7.869928464001296e-05
sense	NC_003901.1	Protein Homology	CDS	36605	36829	.	+	0	ID=cds-WP_011031986.1;Parent=gene-MM_RS00175;Dbxref=GenBank:WP_011031986.1,GeneID:1478374;Name=WP_011031986.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031986.1;locus_tag=MM_RS00175;product=type II toxin-antitoxin system HicA family toxin;protein_id=WP_011031986.1;transl_table=11	8.848151214196398e-07	2.0711223411966946e-06	1.372355436764469e-06	9.906203660980653e-07
sense	NC_003901.1	Protein Homology	CDS	36987	37334	.	-	0	ID=cds-WP_226987655.1;Parent=gene-MM_RS00180;Dbxref=GenBank:WP_226987655.1,GeneID:1478375;Name=WP_226987655.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031982.1;locus_tag=MM_RS00180;product=hypothetical protein;protein_id=WP_226987655.1;transl_table=11	1.5926672185553518e-06	3.835411742956842e-06	1.0978843494115752e-06	3.302067886993551e-06
sense	NC_003901.1	GeneMarkS-2+	CDS	37836	38918	.	-	0	ID=cds-WP_048045827.1;Parent=gene-MM_RS00185;Dbxref=GenBank:WP_048045827.1,GeneID:1478376;Name=WP_048045827.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS00185;product=hypothetical protein;protein_id=WP_048045827.1;transl_table=11	1.6881008495084698e-05	1.3654065804926356e-05	1.5644851979114944e-05	1.7831166589765175e-05
sense	NC_003901.1	GeneMarkS-2+	CDS	39205	42021	.	-	0	ID=cds-WP_048045828.1;Parent=gene-MM_RS00190;Dbxref=GenBank:WP_048045828.1,GeneID:1478377;Name=WP_048045828.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS00190;product=HEAT repeat domain-containing protein;protein_id=WP_048045828.1;transl_table=11	2.629375602485363e-05	2.7039652787845734e-05	2.0859802638819928e-05	2.834274936336131e-05
sense	NC_003901.1	GeneMarkS-2+	CDS	42333	44348	.	+	0	ID=cds-WP_011031990.1;Parent=gene-MM_RS00195;Dbxref=GenBank:WP_011031990.1,GeneID:1478378;Name=WP_011031990.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS00195;product=HEPN domain-containing protein;protein_id=WP_011031990.1;transl_table=11	5.081050834752282e-05	6.152000435702774e-05	4.199407636499275e-05	7.462673424605424e-05
sense	NC_003901.1	Protein Homology	CDS	44603	45787	.	-	0	ID=cds-WP_011031991.1;Parent=gene-MM_RS00200;Dbxref=GenBank:WP_011031991.1,GeneID:1478379;Name=WP_011031991.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410816.1;locus_tag=MM_RS00200;product=argininosuccinate synthase;protein_id=WP_011031991.1;transl_table=11	0.00012511285816873709	0.00014298414977743104	0.00012488434474556667	0.00014881319277384268
sense	NC_003901.1	Protein Homology	CDS	46169	49390	.	-	0	ID=cds-WP_011031992.1;Parent=gene-MM_RS00205;Dbxref=GenBank:WP_011031992.1,GeneID:1478380;Name=WP_011031992.1;Ontology_term=GO:0008152,GO:0005524,GO:0046872;gbkey=CDS;gene=carB;go_function=ATP binding|0005524||IEA,metal ion binding|0046872||IEA;go_process=metabolic process|0008152||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410817.1;locus_tag=MM_RS00205;product=carbamoyl-phosphate synthase large subunit;protein_id=WP_011031992.1;transl_table=11	0.00020769560283457014	0.00026955273729500684	0.00012790352670644851	0.000165213463279244
sense	NC_003901.1	Protein Homology	CDS	49390	50496	.	-	0	ID=cds-WP_048040213.1;Parent=gene-MM_RS00210;Dbxref=GenBank:WP_048040213.1,GeneID:1478381;Name=WP_048040213.1;Ontology_term=GO:0006207,GO:0006541,GO:0004088;gbkey=CDS;gene=carA;go_function=carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|0004088||IEA;go_process='de novo' pyrimidine nucleobase biosynthetic process|0006207||IEA,glutamine metabolic process|0006541||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022130.1;locus_tag=MM_RS00210;product=glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit;protein_id=WP_048040213.1;transl_table=11	0.000353749085543572	0.0004930805336745316	0.0002886063483515678	0.0003413237505855667
sense	NC_003901.1	Protein Homology	CDS	51425	52777	.	+	0	ID=cds-WP_011031994.1;Parent=gene-MM_RS00215;Dbxref=GenBank:WP_011031994.1,GeneID:1478382;Name=WP_011031994.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031994.1;locus_tag=MM_RS00215;product=quaternary amine ABC transporter ATP-binding protein;protein_id=WP_011031994.1;transl_table=11	1.4687931015566021e-05	2.0711223411966944e-05	9.332016969998389e-06	1.045654830881291e-05
sense	NC_003901.1	Protein Homology	CDS	52774	53604	.	+	0	ID=cds-WP_011031995.1;Parent=gene-MM_RS00220;Dbxref=GenBank:WP_011031995.1,GeneID:1478383;Name=WP_011031995.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031995.1;locus_tag=MM_RS00220;product=ABC transporter permease;protein_id=WP_011031995.1;transl_table=11	6.016742825653551e-06	6.2900752584492205e-06	3.0191819608818316e-06	4.8430329009238745e-06
sense	NC_003901.1	Protein Homology	CDS	53778	54698	.	+	0	ID=cds-WP_011031996.1;Parent=gene-MM_RS00225;Dbxref=GenBank:WP_011031996.1,GeneID:1478384;Name=WP_011031996.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410820.1;locus_tag=MM_RS00225;product=glycine betaine ABC transporter substrate-binding protein;protein_id=WP_011031996.1;transl_table=11	1.3272226821294598e-05	1.4881397562672545e-05	9.880959144704177e-06	1.5409650139303237e-05
sense	NC_003901.1	Protein Homology	CDS	54793	54951	.	-	0	ID=cds-WP_080503006.1;Parent=gene-MM_RS17635;Dbxref=GenBank:WP_080503006.1,GeneID:31474367;Name=WP_080503006.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:TIGR04213.1;locus_tag=MM_RS17635;product=hypothetical protein;protein_id=WP_080503006.1;transl_table=11	3.1853344371107035e-06	3.912119977815978e-06	1.6468265241173627e-06	5.063170760056778e-06
sense	NC_003901.1	Protein Homology	CDS	55009	57564	.	-	0	ID=cds-WP_226987656.1;Parent=gene-MM_RS00230;Dbxref=GenBank:WP_226987656.1,GeneID:1478385;Name=WP_226987656.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031997.1;locus_tag=MM_RS00230;product=NosD domain-containing protein;protein_id=WP_226987656.1;transl_table=11	2.7468593880516377e-05	3.248593746284445e-05	2.3330042424995973e-05	3.070923134904002e-05
sense	NC_003901.1	Protein Homology	CDS	58247	59089	.	+	0	ID=cds-WP_011031998.1;Parent=gene-MM_RS00240;Dbxref=GenBank:WP_011031998.1,GeneID:1478386;Name=WP_011031998.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031998.1;locus_tag=MM_RS00240;product=tetratricopeptide repeat protein;protein_id=WP_011031998.1;transl_table=11	4.512557119240163e-06	7.670823485913683e-06	3.0191819608818316e-06	4.402757182658068e-06
sense	NC_003901.1	Protein Homology	CDS	59399	60481	.	+	0	ID=cds-WP_011031999.1;Parent=gene-MM_RS00245;Dbxref=GenBank:WP_011031999.1,GeneID:1478387;Name=WP_011031999.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011031999.1;locus_tag=MM_RS00245;product=ankyrin repeat domain-containing protein;protein_id=WP_011031999.1;transl_table=11	3.4743740434411195e-05	4.484874798097534e-05	2.5800282211172017e-05	3.2580403151669705e-05
sense	NC_003901.1	Protein Homology	CDS	60576	61070	.	+	0	ID=cds-WP_015410822.1;Parent=gene-MM_RS00250;Dbxref=GenBank:WP_015410822.1,GeneID:1478388;Name=WP_015410822.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015410822.1;locus_tag=MM_RS00250;product=hypothetical protein;protein_id=WP_015410822.1;transl_table=11	6.500441758696287e-05	7.946973131406576e-05	4.473878723852169e-05	6.846287419033295e-05
sense	NC_003901.1	Protein Homology	CDS	61663	63072	.	-	0	ID=cds-WP_226987657.1;Parent=gene-MM_RS00255;Dbxref=GenBank:WP_226987657.1,GeneID:1478389;Name=WP_226987657.1;Ontology_term=GO:0008483,GO:0030170;gbkey=CDS;go_function=transaminase activity|0008483||IEA,pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032001.1;locus_tag=MM_RS00255;product=aminotransferase class III-fold pyridoxal phosphate-dependent enzyme;protein_id=WP_226987657.1;transl_table=11	3.750275485847425e-05	4.234294564224353e-05	4.071321129067925e-05	3.0819300278606475e-05
